85.5900,86.3710,86.7800,0.8249
85.6400,86.3195,86.7800,0.8240
85.9500,86.2810,86.7800,0.8286
86.1300,86.2580,86.7800,0.8325
86.3900,86.2520,86.7800,0.8312
86.6200,86.2630,86.7800,0.8331
86.5800,86.2745,86.7800,0.8322
86.4100,86.2825,86.7800,0.8332
86.3200,86.2830,86.7800,0.8307
86.1500,86.2755,86.7800,0.8298
86.5700,86.2765,86.7800,0.8310
86.7000,86.2835,86.7800,0.8329
86.2900,86.2790,86.7800,0.8292
86.2200,86.2625,86.7800,0.8301
86.1200,86.2470,86.7800,0.8286
86.2600,86.2445,86.7800,0.8305
86.3100,86.2405,86.7800,0.8310
86.2200,86.2210,86.7800,0.8309
86.3000,86.2085,86.7800,0.8319
86.1200,86.2445,86.7800,0.8311
86.2400,86.2770,86.7800,0.8330
86.3300,86.3115,86.7800,0.8331
86.2400,86.3260,86.7800,0.8315
85.4800,86.2935,86.7800,0.8219
85.5500,86.2515,86.7800,0.8223
85.9200,86.2165,86.7800,0.8294
86.2000,86.1975,86.7800,0.8306
86.2000,86.1870,86.7800,0.8289
86.2700,86.1845,86.7800,0.8312
86.3800,86.1960,86.7800,0.8314
86.5800,86.1965,86.7800,0.8328
86.6400,86.1935,86.7800,0.8323
86.6700,86.2125,86.7800,0.8338
86.5800,86.2305,86.7800,0.8319
86.3300,86.2410,86.7800,0.8296
85.7300,86.2145,86.7800,0.8228
86.1000,86.2040,86.7800,0.8308
86.3700,86.2115,86.7800,0.8320
86.4300,86.2180,86.7800,0.8323
86.3000,86.2270,86.7800,0.8319
86.4100,86.2355,86.7800,0.8303
86.0900,86.2235,86.7800,0.8280
86.0000,86.2115,86.7800,0.8286
85.9500,86.2350,86.7800,0.8267
85.8400,86.2495,86.7800,0.8274
85.6300,86.2350,86.7800,0.8265
85.7000,86.2100,86.7800,0.8247
85.6600,86.1830,86.7800,0.8239
85.4100,86.1400,86.7800,0.8245
87.1600,86.1790,87.1600,0.8417
88.8100,86.2905,88.8100,0.8591
89.0700,86.4120,89.0700,0.8615
89.4200,86.5495,89.4200,0.8628
89.3300,86.6870,89.4200,0.8611
88.8800,86.8145,89.4200,0.8552
89.0000,86.9780,89.4200,0.8588
88.9300,87.1195,89.4200,0.8573
88.7400,87.2380,89.4200,0.8574
88.8000,87.3565,89.4200,0.8555
89.0700,87.4950,89.4200,0.8586
89.2900,87.6390,89.4200,0.8613
89.1300,87.7910,89.4200,0.8593
89.2200,87.9520,89.4200,0.8617
88.8800,88.0985,89.4200,0.8569
88.9800,88.2555,89.4200,0.8618
88.9300,88.4205,89.4200,0.8599
88.6100,88.5660,89.4200,0.8573
88.3700,88.7015,89.4200,0.8557
88.0400,88.8330,89.4200,0.8523
88.2200,88.8860,89.4200,0.8538
88.8000,88.8855,89.4200,0.8603
88.7100,88.8675,89.4200,0.8583
88.8800,88.8405,89.4200,0.8608
89.2200,88.8350,89.4200,0.8632
88.9400,88.8380,89.4200,0.8602
89.0100,88.8385,89.4200,0.8613
89.3000,88.8570,89.4200,0.8610
89.1000,88.8750,89.4200,0.8606
89.0400,88.8870,89.4200,0.8586
88.9500,88.8810,89.4200,0.8593
88.2900,88.8310,89.4200,0.8532
88.4500,88.7970,89.4200,0.8538
87.9500,88.7335,89.4200,0.8482
87.9600,88.6875,89.4200,0.8504
88.6100,88.6690,89.4200,0.8574
88.2300,88.6340,89.4200,0.8527
88.2600,88.6165,89.4200,0.8538
88.6600,88.6310,89.4200,0.8565
89.0400,88.6810,89.4200,0.8605
88.5800,88.6990,89.4200,0.8549
88.0900,88.6635,89.4200,0.8520
87.8700,88.6215,89.4200,0.8477
88.4500,88.6000,89.4200,0.8567
88.9500,88.5865,89.4200,0.8620
88.6800,88.5735,89.4200,0.8578
89.1700,88.5815,89.4200,0.8631
88.9700,88.5650,89.4200,0.8596
88.5800,88.5390,89.4200,0.8545
88.7100,88.5225,89.4200,0.8580
88.8000,88.5150,89.4200,0.8609
88.9700,88.5490,89.4200,0.8602
88.7000,88.5615,89.4200,0.8567
88.6900,88.5985,89.4200,0.8595
88.9600,88.6485,89.4200,0.8617
88.9100,88.6635,89.4200,0.8612
88.9600,88.7000,89.4200,0.8606
88.7200,88.7230,89.4200,0.8581
88.5900,88.7195,89.4200,0.8569
88.5900,88.6970,89.4200,0.8571
88.5900,88.6975,89.4200,0.8568
88.6200,88.7240,89.4200,0.8583
88.7700,88.7690,89.4200,0.8594
88.9400,88.7935,89.4200,0.8600
88.2500,88.7585,89.4200,0.8523
88.1400,88.7315,89.4200,0.8531
88.2300,88.6845,89.4200,0.8556
88.5300,88.6625,89.4200,0.8580
88.5500,88.6610,89.4200,0.8579
88.7300,88.6620,89.4200,0.8583
88.8500,88.6645,89.4200,0.8609
88.9300,88.6625,89.4200,0.8603
88.9200,88.6735,89.4200,0.8600
88.9700,88.6875,89.4200,0.8604
88.9100,88.6850,89.4200,0.8586
88.5400,88.6665,89.4200,0.8559
88.4200,88.6395,89.4200,0.8563
88.2600,88.6165,89.4200,0.8529
88.3400,88.6040,89.4200,0.8545
88.6800,88.6085,89.4200,0.8582
88.7700,88.6175,89.4200,0.8602
89.2300,88.6480,89.4200,0.8632
88.8400,88.6515,89.4200,0.8589
88.9300,88.6510,89.4200,0.8600
89.0200,88.6895,89.4200,0.8615
89.2500,88.7450,89.4200,0.8629
88.9800,88.7825,89.4200,0.8595
89.0200,88.8070,89.4200,0.8608
88.8800,88.8235,89.4200,0.8587
88.8100,88.8275,89.4200,0.8587
88.7100,88.8205,89.4200,0.8572
88.7800,88.8130,89.4200,0.8599
89.1100,88.8225,89.4200,0.8606
89.2200,88.8350,89.4200,0.8624
89.3700,88.8580,89.4200,0.8634
89.1300,88.8875,89.4200,0.8611
89.3800,88.9355,89.4200,0.8639
89.1600,88.9805,89.4200,0.8614
89.1000,89.0185,89.4200,0.8626
89.1800,89.0435,89.4200,0.8631
89.0700,89.0585,89.4200,0.8616
89.2100,89.0575,89.4200,0.8637
89.0300,89.0670,89.4200,0.8605
87.2100,88.9810,89.4200,0.8376
87.5500,88.9075,89.4200,0.8475
89.0400,88.8970,89.4200,0.8676
89.4300,88.9195,89.4300,0.8642
89.7500,88.9560,89.7500,0.8682
89.8100,89.0025,89.8100,0.8694
90.0100,89.0625,90.0100,0.8699
90.0900,89.1315,90.0900,0.8716
89.9900,89.1920,90.0900,0.8683
